Time,End_time,Duration_s,Flow_Lmin,Litros_totales
1595018533,1595019151,618,0.12,1.238
1595951565,1595956243,4678,4.549140271493212,18.042
1596036637,1596036954,317,5.689127516778523,30.02
1596046415,1596046612,197,4.595087719298245,15.267
1596138878,1596139109,231,4.94956937799043,19.014
1596143024,1596143024,1,7.38,0.123
1596147206,1596147258,52,0.12,0.106
1596163779,1596167899,4120,0.12,2.176
1596171541,1596174778,3237,0.25999999999999995,0.913
1596296676,1596296795,119,4.406017699115044,8.884
1596442044,1596442251,207,4.733846153846153,16.454
1596481782,1596482447,665,4.536180904522613,43.328
1596556742,1596557014,272,5.536062992125983,24.958
1596561029,1596561384,355,4.76065868263473,28.217
1596646991,1596648158,1167,6.075355450236967,47.606
1596723143,1596723596,453,4.747728337236534,35.883
1596736707,1596736903,196,5.595272727272727,18.395
1596797406,1596797661,255,4.9167364016736395,20.88
1596810273,1596812266,1993,4.875026269702277,49.345
1596880589,1596881120,531,6.899876543209876,60.682
1596904420,1596905335,915,14.768165680473372,90.035
1596993644,1596996672,3028,12.992477064220182,91.324
1597175179,1597176517,1338,0.2,1.264
1597763530,1597763589,59,7.6431578947368415,7.656
1597817874,1597821031,3157,7.279599999999999,38.679
1597916561,1597916671,110,6.1499999999999995,11.376
1597959661,1597960618,957,0.585,14.995
1597968777,1597980716,11939,0.4636363636363636,23.653
1597985096,1597993795,8699,0.38571428571428573,4.597
1598025785,1598025893,108,7.044117647058823,12.81
1598509640,1598509870,230,4.133055555555555,15.79
1598538737,1598538845,108,3.652941176470588,6.629
1598546617,1598547099,482,4.807633928571428,38.682
1598625426,1598625505,79,1.6402702702702703,2.172
1598733920,1598735594,1674,3.172372881355932,8.05
1598744590,1598744726,136,0.12,0.274
1598803827,1598805920,2093,5.630569476082004,63.826
1598964750,1598964879,129,4.9190163934426225,10.631
1599053404,1599053454,50,1.2799999999999998,1.092
1599072541,1599075587,3046,5.422342342342342,31.97
1599140450,1599141103,653,4.798407079646017,34.348
1599238907,1599242338,3431,5.7841961852861035,38.66
1599314372,1599314452,80,3.4453521126760562,4.684
1599375941,1599376209,268,4.338480000000001,19.36
1599383036,1599383036,1,9.0,0.15
1599572940,1599574385,1445,5.6066666666666665,21.322
1599579517,1599579654,137,5.15088,11.646
1599637545,1599640542,2997,5.34099173553719,37.261
1599689137,1599690373,1236,4.643508771929824,16.576
1599716179,1599716375,196,4.066516853932584,13.298
1599748005,1599748431,426,5.051644204851752,35.823
1599808839,1599808991,152,4.621714285714285,11.716
1599835755,1599836106,351,4.803738317757009,28.013
1599927902,1599928297,395,4.7670080862533695,31.511
1599937743,1599937957,214,4.1830303030303035,14.793
